lead_id,created_at,demo_scheduled_at,delay_hours,priority,parent_timezone,rep_assigned,rep_shift,follow_up_attempts,demo_joined,demo_completed,converted,action
L100228,2026-06-05 21:57:00,2026-06-09 07:18:00,81.35,HIGH,Asia/Ho_Chi_Minh,AD-10,SEA_SHIFT,2,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L103421,2026-07-19 09:51:00,2026-07-22 19:08:00,81.28333333333333,HIGH,America/New_York,AD-09,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100641,2026-07-08 01:18:00,2026-07-11 10:30:00,81.2,HIGH,America/New_York,AD-10,SEA_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102929,2026-06-20 10:33:00,2026-06-23 19:40:00,81.11666666666666,HIGH,America/New_York,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100246,2026-07-17 06:29:00,2026-07-20 15:33:00,81.06666666666666,HIGH,Europe/London,AD-10,SEA_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L101219,2026-07-06 06:46:00,2026-07-09 15:50:00,81.06666666666666,HIGH,America/New_York,AD-08,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103500,2026-07-08 03:39:00,2026-07-11 12:42:00,81.05,HIGH,Asia/Riyadh,AD-12,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104447,2026-07-13 06:19:00,2026-07-16 15:21:00,81.03333333333333,HIGH,Asia/Riyadh,AD-06,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103934,2026-06-03 08:53:00,2026-06-06 17:54:00,81.01666666666667,HIGH,Australia/Sydney,AD-10,SEA_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104114,2026-06-23 19:36:00,2026-06-27 04:36:00,81.0,HIGH,Asia/Kolkata,AD-03,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104325,2026-06-15 16:42:00,2026-06-19 01:42:00,81.0,HIGH,Asia/Ho_Chi_Minh,AD-05,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103406,2026-06-28 01:59:00,2026-07-01 10:56:00,80.95,HIGH,America/New_York,AD-02,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L101286,2026-07-05 14:53:00,2026-07-08 23:41:00,80.8,HIGH,Australia/Sydney,AD-04,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104602,2026-06-24 20:15:00,2026-06-28 05:01:00,80.76666666666667,HIGH,Asia/Ho_Chi_Minh,AD-07,IST_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103257,2026-06-10 11:06:00,2026-06-13 19:39:00,80.55,HIGH,Europe/London,AD-08,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102754,2026-06-04 21:15:00,2026-06-08 05:46:00,80.51666666666667,HIGH,Europe/London,AD-11,SEA_SHIFT,7,N,N,N,Attempt to reschedule demo within 48h or escalate
L103496,2026-07-07 05:24:00,2026-07-10 13:55:00,80.51666666666667,HIGH,Asia/Kolkata,AD-06,IST_SHIFT,0,Y,N,N,Attempt to reschedule demo within 48h or escalate
L102503,2026-06-20 22:26:00,2026-06-24 06:46:00,80.33333333333333,HIGH,Asia/Kolkata,AD-10,SEA_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L101953,2026-07-29 13:16:00,2026-08-01 21:31:00,80.25,HIGH,Asia/Ho_Chi_Minh,AD-02,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L104829,2026-06-19 12:04:00,2026-06-22 20:02:00,79.96666666666667,HIGH,Asia/Riyadh,AD-03,US_SHIFT,5,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101148,2026-07-14 09:14:00,2026-07-17 17:11:00,79.95,HIGH,America/New_York,AD-09,IST_SHIFT,2,Y,N,N,Attempt to reschedule demo within 48h or escalate
L102420,2026-07-27 11:50:00,2026-07-30 19:43:00,79.88333333333334,HIGH,Asia/Riyadh,AD-01,US_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L101240,2026-06-20 12:14:00,2026-06-23 20:03:00,79.81666666666666,HIGH,America/New_York,AD-04,US_SHIFT,5,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102186,2026-07-20 20:53:00,2026-07-24 04:39:00,79.76666666666667,HIGH,Asia/Dubai,AD-02,US_SHIFT,7,N,N,N,Attempt to reschedule demo within 48h or escalate
L103957,2026-06-30 09:35:00,2026-07-03 17:18:00,79.71666666666667,HIGH,Asia/Ho_Chi_Minh,AD-11,SEA_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L100566,2026-06-01 16:29:00,2026-06-05 00:11:00,79.7,HIGH,America/New_York,AD-01,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103132,2026-07-12 05:40:00,2026-07-15 13:17:00,79.61666666666666,HIGH,Asia/Riyadh,AD-03,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103432,2026-07-09 03:44:00,2026-07-12 11:21:00,79.61666666666666,HIGH,Asia/Dubai,AD-08,IST_SHIFT,6,Y,N,N,Attempt to reschedule demo within 48h or escalate
L101554,2026-06-27 21:20:00,2026-07-01 04:56:00,79.6,HIGH,Asia/Dubai,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100296,2026-07-13 07:21:00,2026-07-16 14:46:00,79.41666666666667,HIGH,Asia/Kolkata,AD-07,IST_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100497,2026-07-21 01:06:00,2026-07-24 08:23:00,79.28333333333333,HIGH,Asia/Ho_Chi_Minh,AD-11,SEA_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100540,2026-07-04 23:40:00,2026-07-08 06:44:00,79.06666666666666,HIGH,Asia/Dubai,AD-07,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L102785,2026-07-07 08:29:00,2026-07-10 15:32:00,79.05,HIGH,Asia/Kolkata,AD-12,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L102043,2026-06-11 02:02:00,2026-06-14 09:02:00,79.0,HIGH,Asia/Ho_Chi_Minh,AD-12,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100406,2026-07-01 10:48:00,2026-07-04 17:43:00,78.91666666666667,HIGH,Asia/Singapore,AD-08,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L103644,2026-06-14 09:27:00,2026-06-17 16:16:00,78.81666666666666,HIGH,Europe/London,AD-11,SEA_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101399,2026-07-08 04:04:00,2026-07-11 10:52:00,78.8,HIGH,Australia/Sydney,AD-06,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104172,2026-07-18 18:44:00,2026-07-22 01:28:00,78.73333333333333,HIGH,America/New_York,AD-07,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103891,2026-07-05 22:31:00,2026-07-09 05:11:00,78.66666666666667,HIGH,Asia/Dubai,AD-08,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100056,2026-07-25 01:06:00,2026-07-28 07:39:00,78.55,HIGH,Asia/Kolkata,AD-03,US_SHIFT,2,Y,N,N,Attempt to reschedule demo within 48h or escalate
L100093,2026-06-04 09:09:00,2026-06-07 15:42:00,78.55,HIGH,Australia/Sydney,AD-08,IST_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L104354,2026-06-20 22:35:00,2026-06-24 05:04:00,78.48333333333333,HIGH,America/New_York,AD-08,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L103609,2026-06-24 23:03:00,2026-06-28 05:29:00,78.43333333333334,HIGH,America/New_York,AD-11,SEA_SHIFT,2,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100317,2026-06-08 12:42:00,2026-06-11 19:08:00,78.43333333333334,HIGH,Asia/Dubai,AD-03,US_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100908,2026-06-30 07:00:00,2026-07-03 13:26:00,78.43333333333334,HIGH,America/New_York,AD-05,IST_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L102723,2026-07-19 08:46:00,2026-07-22 15:11:00,78.41666666666667,HIGH,Europe/London,AD-01,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100240,2026-06-04 02:18:00,2026-06-07 08:42:00,78.4,HIGH,America/New_York,AD-12,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101534,2026-06-20 19:39:00,2026-06-24 02:03:00,78.4,HIGH,America/New_York,AD-01,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102952,2026-06-01 18:58:00,2026-06-05 01:19:00,78.35,HIGH,Asia/Ho_Chi_Minh,AD-10,SEA_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103346,2026-07-12 19:09:00,2026-07-16 01:24:00,78.25,HIGH,America/New_York,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L102822,2026-06-21 05:19:00,2026-06-24 11:30:00,78.18333333333334,HIGH,America/New_York,AD-06,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101847,2026-06-18 15:53:00,2026-06-21 22:03:00,78.16666666666667,HIGH,Asia/Ho_Chi_Minh,AD-06,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100204,2026-06-29 20:03:00,2026-07-03 02:12:00,78.15,HIGH,America/New_York,AD-08,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102940,2026-07-18 19:15:00,2026-07-22 01:23:00,78.13333333333334,HIGH,Asia/Kolkata,AD-04,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100068,2026-06-16 23:29:00,2026-06-20 05:33:00,78.06666666666666,HIGH,Asia/Dubai,AD-07,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L102694,2026-07-26 04:20:00,2026-07-29 10:24:00,78.06666666666666,HIGH,Asia/Ho_Chi_Minh,AD-01,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104726,2026-07-28 12:09:00,2026-07-31 18:06:00,77.95,HIGH,Asia/Dubai,AD-03,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L103128,2026-06-07 11:49:00,2026-06-10 17:43:00,77.9,HIGH,Asia/Ho_Chi_Minh,AD-08,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102430,2026-06-30 20:15:00,2026-07-04 02:06:00,77.85,HIGH,America/New_York,AD-10,SEA_SHIFT,3,Y,N,N,Attempt to reschedule demo within 48h or escalate
L101267,2026-07-08 12:41:00,2026-07-11 18:29:00,77.8,HIGH,Australia/Sydney,AD-10,SEA_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102081,2026-06-01 05:28:00,2026-06-04 11:14:00,77.76666666666667,HIGH,America/New_York,AD-11,SEA_SHIFT,0,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L101770,2026-07-27 05:20:00,2026-07-30 10:59:00,77.65,HIGH,Asia/Ho_Chi_Minh,AD-09,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100245,2026-06-17 06:24:00,2026-06-20 12:02:00,77.63333333333334,HIGH,Australia/Sydney,AD-03,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104995,2026-06-19 05:05:00,2026-06-22 10:42:00,77.61666666666666,HIGH,Asia/Singapore,AD-12,US_SHIFT,5,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102227,2026-06-02 22:28:00,2026-06-06 04:01:00,77.55,HIGH,Asia/Riyadh,AD-04,US_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102380,2026-06-15 11:34:00,2026-06-18 17:07:00,77.55,HIGH,Europe/London,AD-04,US_SHIFT,1,Y,N,N,Attempt to reschedule demo within 48h or escalate
L104141,2026-07-31 16:32:00,2026-08-03 22:04:00,77.53333333333333,HIGH,America/New_York,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100948,2026-07-11 23:45:00,2026-07-15 05:15:00,77.5,HIGH,Australia/Sydney,AD-09,IST_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L103693,2026-06-30 04:08:00,2026-07-03 09:37:00,77.48333333333333,HIGH,America/New_York,AD-02,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102981,2026-07-29 16:28:00,2026-08-01 21:48:00,77.33333333333333,HIGH,Asia/Ho_Chi_Minh,AD-02,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L101542,2026-06-18 09:17:00,2026-06-21 14:35:00,77.3,HIGH,Asia/Kolkata,AD-08,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101871,2026-07-09 00:20:00,2026-07-12 05:35:00,77.25,HIGH,Asia/Riyadh,AD-05,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L104452,2026-06-08 18:08:00,2026-06-11 23:19:00,77.18333333333334,HIGH,Asia/Kolkata,AD-09,IST_SHIFT,5,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100499,2026-06-11 14:15:00,2026-06-14 19:26:00,77.18333333333334,HIGH,America/New_York,AD-01,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101600,2026-06-30 02:27:00,2026-07-03 07:34:00,77.11666666666666,HIGH,Asia/Ho_Chi_Minh,AD-10,SEA_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L103645,2026-06-30 00:02:00,2026-07-03 05:04:00,77.03333333333333,HIGH,Europe/London,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L101643,2026-07-03 18:49:00,2026-07-06 23:49:00,77.0,HIGH,Europe/London,AD-10,SEA_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L101922,2026-06-07 14:38:00,2026-06-10 19:37:00,76.98333333333333,HIGH,Asia/Riyadh,AD-05,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100223,2026-06-06 02:56:00,2026-06-09 07:50:00,76.9,HIGH,America/New_York,AD-07,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L104439,2026-06-02 02:40:00,2026-06-05 07:30:00,76.83333333333333,HIGH,Asia/Riyadh,AD-08,IST_SHIFT,4,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L103096,2026-06-02 17:37:00,2026-06-05 22:25:00,76.8,HIGH,Asia/Dubai,AD-02,US_SHIFT,4,Y,N,N,Attempt to reschedule demo within 48h or escalate
L104523,2026-06-18 02:18:00,2026-06-21 07:04:00,76.76666666666667,HIGH,Asia/Kolkata,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100099,2026-07-30 01:10:00,2026-08-02 05:45:00,76.58333333333333,HIGH,Asia/Dubai,AD-10,SEA_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104836,2026-06-10 23:35:00,2026-06-14 04:03:00,76.46666666666667,HIGH,Asia/Kolkata,AD-09,IST_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104525,2026-07-30 14:48:00,2026-08-02 19:00:00,76.2,HIGH,America/New_York,AD-12,US_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102406,2026-07-11 17:53:00,2026-07-14 22:04:00,76.18333333333334,HIGH,America/New_York,AD-06,IST_SHIFT,4,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102367,2026-06-26 21:27:00,2026-06-30 01:35:00,76.13333333333334,HIGH,Asia/Riyadh,AD-05,IST_SHIFT,5,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L101332,2026-06-15 21:47:00,2026-06-19 01:50:00,76.05,HIGH,Europe/London,AD-08,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L102414,2026-06-15 02:29:00,2026-06-18 06:27:00,75.96666666666667,HIGH,Asia/Dubai,AD-07,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L102351,2026-06-19 22:10:00,2026-06-23 02:08:00,75.96666666666667,HIGH,Asia/Singapore,AD-07,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L103908,2026-07-04 03:58:00,2026-07-07 07:42:00,75.73333333333333,HIGH,Asia/Dubai,AD-12,US_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L101271,2026-07-16 21:33:00,2026-07-20 01:17:00,75.73333333333333,HIGH,Europe/London,AD-04,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102984,2026-07-29 00:50:00,2026-08-01 04:22:00,75.53333333333333,HIGH,Asia/Kolkata,AD-01,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104266,2026-07-01 03:49:00,2026-07-04 07:08:00,75.31666666666666,HIGH,America/New_York,AD-03,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L104769,2026-06-07 08:32:00,2026-06-10 11:50:00,75.3,HIGH,Asia/Singapore,AD-06,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102994,2026-06-05 03:45:00,2026-06-08 07:01:00,75.26666666666667,HIGH,America/New_York,AD-04,US_SHIFT,6,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102079,2026-07-14 11:41:00,2026-07-17 14:56:00,75.25,HIGH,Asia/Kolkata,AD-05,IST_SHIFT,2,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L103586,2026-07-13 22:16:00,2026-07-17 01:28:00,75.2,HIGH,America/New_York,AD-07,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102625,2026-07-23 15:55:00,2026-07-26 18:56:00,75.01666666666667,HIGH,America/New_York,AD-11,SEA_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L103787,2026-06-07 08:57:00,2026-06-10 11:48:00,74.85,HIGH,Asia/Ho_Chi_Minh,AD-01,US_SHIFT,3,Y,N,N,Attempt to reschedule demo within 48h or escalate
L103911,2026-06-30 00:52:00,2026-07-03 03:43:00,74.85,HIGH,America/New_York,AD-05,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L103192,2026-07-22 16:06:00,2026-07-25 18:51:00,74.75,HIGH,Asia/Kolkata,AD-06,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104745,2026-06-01 10:56:00,2026-06-04 13:38:00,74.7,HIGH,Europe/London,AD-02,US_SHIFT,1,Y,N,N,Attempt to reschedule demo within 48h or escalate
L101134,2026-07-04 05:15:00,2026-07-07 07:51:00,74.6,HIGH,Asia/Ho_Chi_Minh,AD-05,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L104796,2026-07-05 16:33:00,2026-07-08 19:07:00,74.56666666666666,HIGH,Asia/Dubai,AD-05,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L100987,2026-07-13 00:32:00,2026-07-16 02:54:00,74.36666666666666,HIGH,Asia/Ho_Chi_Minh,AD-12,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104217,2026-07-15 08:38:00,2026-07-18 10:57:00,74.31666666666666,HIGH,America/New_York,AD-07,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103127,2026-07-01 05:47:00,2026-07-04 08:04:00,74.28333333333333,HIGH,Asia/Ho_Chi_Minh,AD-02,US_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L104057,2026-06-18 22:51:00,2026-06-22 00:58:00,74.11666666666666,HIGH,Asia/Ho_Chi_Minh,AD-06,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103640,2026-06-19 11:43:00,2026-06-22 13:43:00,74.0,HIGH,Europe/London,AD-11,SEA_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L102009,2026-07-01 18:36:00,2026-07-04 20:29:00,73.88333333333334,HIGH,Asia/Riyadh,AD-07,IST_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L101523,2026-06-16 14:37:00,2026-06-19 16:27:00,73.83333333333333,HIGH,Asia/Dubai,AD-02,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103591,2026-07-24 22:47:00,2026-07-28 00:37:00,73.83333333333333,HIGH,America/New_York,AD-04,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100782,2026-06-04 11:15:00,2026-06-07 13:03:00,73.8,HIGH,America/New_York,AD-08,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L103819,2026-07-21 12:40:00,2026-07-24 14:26:00,73.76666666666667,HIGH,America/New_York,AD-02,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102814,2026-06-18 07:42:00,2026-06-21 09:27:00,73.75,HIGH,Asia/Kolkata,AD-10,SEA_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100554,2026-07-31 12:08:00,2026-08-03 13:44:00,73.6,HIGH,Asia/Ho_Chi_Minh,AD-09,IST_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L100346,2026-06-17 03:50:00,2026-06-20 05:23:00,73.55,HIGH,Asia/Dubai,AD-11,SEA_SHIFT,2,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100593,2026-06-08 21:58:00,2026-06-11 23:30:00,73.53333333333333,HIGH,America/New_York,AD-12,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104508,2026-07-17 23:14:00,2026-07-21 00:44:00,73.5,HIGH,Asia/Ho_Chi_Minh,AD-05,IST_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102378,2026-07-31 14:29:00,2026-08-03 15:57:00,73.46666666666667,HIGH,Asia/Ho_Chi_Minh,AD-12,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102095,2026-06-08 04:47:00,2026-06-11 06:12:00,73.41666666666667,HIGH,America/New_York,AD-04,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L102604,2026-07-26 18:41:00,2026-07-29 19:55:00,73.23333333333333,HIGH,Australia/Sydney,AD-09,IST_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104189,2026-07-31 14:17:00,2026-08-03 15:24:00,73.11666666666666,HIGH,America/New_York,AD-12,US_SHIFT,2,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L103834,2026-07-12 12:04:00,2026-07-15 13:09:00,73.08333333333333,HIGH,Asia/Dubai,AD-10,SEA_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L101751,2026-06-20 09:30:00,2026-06-23 10:31:00,73.01666666666667,HIGH,America/New_York,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102151,2026-06-11 04:46:00,2026-06-14 05:41:00,72.91666666666667,HIGH,America/New_York,AD-06,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104856,2026-07-01 13:24:00,2026-07-04 14:07:00,72.71666666666667,HIGH,America/New_York,AD-09,IST_SHIFT,0,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L103112,2026-06-17 01:19:00,2026-06-20 01:53:00,72.56666666666666,HIGH,Europe/London,AD-11,SEA_SHIFT,5,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L104962,2026-07-31 08:24:00,2026-08-03 08:54:00,72.5,HIGH,America/New_York,AD-05,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L100483,2026-07-27 14:36:00,2026-07-30 15:06:00,72.5,HIGH,America/New_York,AD-11,SEA_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L103353,2026-06-22 05:15:00,2026-06-25 05:44:00,72.48333333333333,HIGH,Asia/Dubai,AD-01,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103091,2026-06-23 21:59:00,2026-06-26 22:28:00,72.48333333333333,HIGH,Asia/Kolkata,AD-05,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101435,2026-07-30 10:52:00,2026-08-02 11:08:00,72.26666666666667,HIGH,Asia/Kolkata,AD-02,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101718,2026-07-16 12:21:00,2026-07-19 12:34:00,72.21666666666667,HIGH,Asia/Ho_Chi_Minh,AD-04,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100704,2026-07-03 06:36:00,2026-07-06 06:48:00,72.2,HIGH,Asia/Dubai,AD-02,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100639,2026-07-12 00:14:00,2026-07-15 00:24:00,72.16666666666667,HIGH,America/New_York,AD-08,IST_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L101178,2026-06-08 00:45:00,2026-06-11 00:53:00,72.13333333333334,HIGH,America/New_York,AD-10,SEA_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100816,2026-06-13 13:07:00,2026-06-16 13:15:00,72.13333333333334,HIGH,Asia/Riyadh,AD-05,IST_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102909,2026-07-15 11:06:00,2026-07-18 11:13:00,72.11666666666666,HIGH,Europe/London,AD-05,IST_SHIFT,5,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102913,2026-07-23 22:33:00,2026-07-26 22:39:00,72.1,HIGH,America/New_York,AD-08,IST_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101794,2026-06-16 00:42:00,2026-06-19 00:18:00,71.6,MEDIUM,Asia/Riyadh,AD-04,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L104148,2026-07-20 09:29:00,2026-07-23 09:04:00,71.58333333333333,MEDIUM,Asia/Ho_Chi_Minh,AD-09,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101021,2026-06-12 21:46:00,2026-06-15 21:19:00,71.55,MEDIUM,America/New_York,AD-06,IST_SHIFT,6,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104035,2026-07-05 05:32:00,2026-07-08 04:59:00,71.45,MEDIUM,Asia/Singapore,AD-02,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103580,2026-06-12 17:44:00,2026-06-15 17:07:00,71.38333333333334,MEDIUM,Australia/Sydney,AD-04,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100688,2026-06-08 18:20:00,2026-06-11 17:40:00,71.33333333333333,MEDIUM,America/New_York,AD-10,SEA_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103963,2026-06-08 12:13:00,2026-06-11 11:30:00,71.28333333333333,MEDIUM,America/New_York,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
